mean_favorite_count,mean_retweet_count,sum_display_text_width,n,code
0,0,76,1,TS
2,0,109,1,TS
0,0,104,1,TS
1,0,126,1,TS
0,1,110,1,TS
0,0,102,1,TS
0,0,137,1,TS
0,1,112,1,TS
1,1,131,1,TS
1,1,64,1,TS
1,0,132,1,TS
0,0,78,1,TS
3,2,83,1,TS
1,2,107,1,TS
0,0,110,1,TS
0,1,71,1,TS
2,0,143,1,TS
3,4,131,1,TS
1,0,131,1,TS
0,0,138,1,TS
0,0,55,1,TS
0,0,99,1,TS
1,1,133,1,TS
0,0,85,1,TS
0,0,121,1,TS
2,0,87,1,TS
4,1,131,1,TS
2,0,136,1,TS
0,0,57,1,TS
0,0,69,1,TS
0,0,75,1,TS
1,0,112,1,TS
0,0,72,1,TS
0,0,75,1,TS
2,2,95,1,TS
2,0,76,1,TS
2,1,96,1,TS
1,1,64,1,TS
0,0,140,1,TS
1,0,47,1,TS
3,0,66,1,TS
5,2,143,1,TS
0,0,40,1,TS
1,0,41,1,TS
3,1,96,1,TS
0,0,103,1,TS
1,2,131,1,TS
1,0,134,1,TS
0,0,47,1,TS
3,3,113,1,TS
0,1,139,1,TS
1,1,139,1,TS
1,0,84,1,TS
0,0,54,1,TS
1,0,48,1,TS
0,0,64,1,TS
0,1,45,1,TS
1,0,131,1,TS
0,0,83,1,TS
0,0,74,1,TS
1,1,133,1,TS
1,0,89,1,TS
1,0,126,1,TS
0,0,126,1,TS
2,0,138,1,TS
1,0,139,1,TS
1,1,118,1,TS
0,0,67,1,TS
0,0,99,1,TS
1,0,92,1,TS
0,0,93,1,TS
4,0,134,1,TS
1,1,66,1,TS
0,0,34,1,TS
0,0,135,1,TS
0,0,109,1,TS
0,0,138,1,TS
0,0,131,1,TS
0,0,65,1,TS
1,0,89,1,TS
2,1,117,1,TS
0,0,61,1,TS
2,1,110,1,TS
0,0,101,1,TS
1,0,82,1,TS
3,0,132,1,TS
1,0,51,1,TS
0,1,128,1,TS
0,0,109,1,TS
0,0,112,1,TS
0,0,74,1,TS
0,0,72,1,TS
4,6,103,1,TS
2,2,139,1,TS
4,4,113,1,TS
0,0,99,1,TS
0,0,99,1,TS
0,0,99,1,TS
0,0,99,1,TS
2,0,88,1,TS
0,0,86,1,TS
1,1,128,1,TS
0,0,99,1,TS
0,0,28,1,TS
0,0,65,1,TS
0,0,94,1,TS
1,0,36,1,TS
0,0,42,1,TS
0,0,119,1,TS
1,1,37,1,TS
0,0,74,1,TS
0,0,28,1,TS
0,0,51,1,TS
0,0,77,1,TS
0,0,33,1,TS
1,0,41,1,TS
1,0,56,1,TS
0,0,99,1,TS
1,0,110,1,TS
0,0,140,1,TS
0,0,24,1,TS
0,4,107,1,TS
1,0,109,1,TS
0,0,24,1,TS
0,1,48,1,TS
0,0,101,1,TS
1,0,70,1,TS
1,0,42,1,TS
0,0,136,1,TS
1,1,139,1,TS
0,0,52,1,TS
0,0,24,1,TS
0,0,99,1,TS
2,0,46,1,TS
0,1,26,1,TS
0,0,99,1,TS
0,0,99,1,TS
1,0,127,1,TS
1,2,61,1,TS
0,0,99,1,TS
0,0,31,1,TS
0,0,61,1,TS
2,0,108,1,TS
0,0,36,1,TS
0,0,63,1,TS
0,1,62,1,TS
1,0,46,1,TS
0,0,144,1,TS
0,0,63,1,TS
1,0,122,1,TS
0,0,84,1,TS
2,0,44,1,TS
6,10,130,1,TS
0,0,84,1,TS
1,0,100,1,TS
1,0,78,1,TS
0,0,18,1,TS
0,0,63,1,TS
1,0,140,1,TS
0,0,74,1,TS
3,1,112,1,TS
0,0,58,1,TS
1,0,92,1,TS
3,0,138,1,TS
3,0,126,1,TS
4,4,134,1,TS
2,1,108,1,TS
6,0,107,1,TS
0,1,138,1,TS
1,0,81,1,TS
2,0,34,1,TS
2,0,137,1,TS
3,1,52,1,TS
4,1,116,1,TS
2,0,88,1,TS
0,0,33,1,TS
1,2,105,1,TS
3,1,58,1,TS
3,5,69,1,TS
7,0,21,1,TS
1,1,123,1,TS
0,0,34,1,TS
5,1,133,1,TS
0,0,45,1,TS
1,4,142,1,TS
0,0,28,1,TS
3,0,105,1,TS
4,3,140,1,TS
0,0,71,1,TS
0,0,78,1,TS
0,0,101,1,TS
5,1,102,1,TS
0,0,139,1,TS
2,0,135,1,TS
2,0,135,1,TS
4,1,137,1,TS
0,0,23,1,TS
6,1,137,1,TS
3,2,88,1,TS
1,0,98,1,TS
1,0,102,1,TS
1,0,122,1,TS
0,0,72,1,TS
0,0,63,1,TS
5,0,59,1,TS
1,0,87,1,TS
0,0,96,1,TS
0,2,125,1,TS
3,2,140,1,TS
3,1,133,1,TS
1,0,122,1,TS
1,0,92,1,TS
0,0,138,1,TS
2,2,125,1,TS
0,1,131,1,TS
2,0,91,1,TS
5,0,67,1,TS
0,0,126,1,TS
1,0,138,1,TS
1,0,116,1,TS
1,0,106,1,TS
1,1,106,1,TS
1,5,127,1,TS
0,0,84,1,TS
1,0,58,1,TS
1,1,144,1,TS
1,0,49,1,TS
4,0,103,1,TS
2,0,97,1,TS
1,0,55,1,TS
0,0,60,1,TS
2,2,112,1,TS
3,1,139,1,TS
2,0,99,1,TS
0,0,32,1,TS
2,4,138,1,TS
1,0,86,1,TS
0,0,136,1,TS
2,1,132,1,TS
0,0,32,1,TS
3,1,73,1,TS
3,0,138,1,TS
1,0,95,1,TS
1,1,139,1,TS
1,0,98,1,TS
5,1,110,1,TS
2,1,104,1,TS
1,0,64,1,TS
3,0,132,1,TS
0,0,60,1,TS
0,0,57,1,TS
1,0,127,1,TS
0,0,88,1,TS
1,0,125,1,TS
0,0,124,1,TS
2,0,140,1,TS
0,0,133,1,TS
0,1,138,1,TS
0,0,96,1,TS
0,0,72,1,TS
1,1,138,1,TS
1,0,85,1,TS
0,0,101,1,TS
0,0,83,1,TS
0,0,112,1,TS
0,0,101,1,TS
0,0,83,1,TS
1,0,133,1,TS
2,2,110,1,TS
1,0,115,1,TS
1,0,98,1,TS
1,0,90,1,TS
2,0,116,1,TS
1,2,138,1,TS
0,0,78,1,TS
0,0,93,1,TS
1,1,140,1,TS
0,0,133,1,TS
0,0,141,1,TS
1,0,143,1,TS
0,0,141,1,TS
0,0,146,1,TS
0,0,137,1,TS
3,0,60,1,TS
2,0,132,1,TS
0,0,110,1,TS
1,0,130,1,TS
9,5,119,1,TS
4,1,113,1,TS
1,0,109,1,TS
0,0,71,1,TS
14,9,79,1,TS
1,0,99,1,TS
1,0,34,1,TS
3,0,138,1,TS
0,1,109,1,TS
3,1,132,1,TS
3,0,127,1,TS
0,0,19,1,TS
1,1,91,1,TS
1,0,59,1,TS
0,0,126,1,TS
2,3,68,1,TS
0,0,59,1,TS
0,0,72,1,TS
1,0,45,1,TS
1,1,138,1,TS
0,0,27,1,TS
0,0,106,1,TS
2,0,57,1,TS
2,0,139,1,TS
2,1,103,1,TS
2,0,113,1,TS
3,1,86,1,TS
0,0,104,1,TS
2,0,81,1,TS
0,0,41,1,TS
1,1,140,1,TS
3,0,82,1,TS
2,0,135,1,TS
2,0,96,1,TS
1,0,122,1,TS
1,2,132,1,TS
0,0,77,1,TS
0,0,138,1,TS
5,3,45,1,TS
0,0,138,1,TS
4,1,140,1,TS
4,0,92,1,TS
4,0,144,1,TS
0,0,63,1,TS
1,0,134,1,TS
0,0,138,1,TS
3,1,124,1,TS
9,4,46,1,TS
1,0,89,1,TS
0,0,77,1,TS
3,0,68,1,TS
14,2,62,1,TS
0,0,88,1,TS
5,1,66,1,TS
5,1,79,1,TS
1,0,92,1,TS
9,9,125,1,TS
3,0,66,1,TS
8,3,78,1,TS
0,2,104,1,TS
3,2,62,1,TS
0,0,138,1,TS
0,0,126,1,TS
0,0,102,1,TS
0,0,134,1,TS
2,0,59,1,TS
1,0,57,1,TS
3,0,101,1,TS
2,1,69,1,TS
3,0,132,1,TS
0,0,139,1,TS
1,0,109,1,TS
1,0,71,1,TS
2,0,70,1,TS
0,1,115,1,TS
1,1,76,1,TS
0,0,133,1,TS
1,0,117,1,TS
4,3,140,1,TS
1,0,53,1,TS
0,0,52,1,TS
0,0,74,1,TS
0,0,80,1,TS
0,2,139,1,TS
1,0,114,1,TS
9,5,137,1,TS
2,0,110,1,TS
4,0,44,1,TS
0,0,140,1,TS
1,0,112,1,TS
0,0,22,1,TS
0,0,34,1,TS
0,3,96,1,TS
0,2,127,1,TS
2,0,130,1,TS
2,1,144,1,TS
0,0,62,1,TS
1,0,77,1,TS
0,1,109,1,TS
0,0,126,1,TS
1,0,136,1,TS
0,0,120,1,TS
1,0,69,1,TS
1,1,104,1,TS
1,0,43,1,TS
0,0,119,1,TS
0,0,32,1,TS
0,0,85,1,TS
3,2,148,1,TS
0,0,50,1,TS
1,0,65,1,TS
2,2,73,1,TS
0,0,55,1,TS
0,0,72,1,TS
0,0,72,1,TS
0,0,123,1,TS
0,0,47,1,TS
0,0,63,1,TS
2,0,91,1,TS
0,0,69,1,TS
1,0,50,1,TS
1,0,45,1,TS
0,1,112,1,TS
0,0,97,1,TS
0,0,105,1,TS
0,0,84,1,TS
0,0,115,1,TS
1,0,28,1,TS
3,0,95,1,TS
0,0,71,1,TS
0,0,32,1,TS
1,0,133,1,TS
0,0,128,1,TS
3,0,91,1,TS
1,0,136,1,TS
0,0,98,1,TS
0,1,137,1,TS
1,0,118,1,TS
0,1,120,1,TS
1,0,61,1,TS
1,0,106,1,TS
0,0,74,1,TS
1,0,147,1,TS
1,0,56,1,TS
1,0,124,1,TS
0,1,139,1,TS
0,2,140,1,TS
0,0,103,1,TS
0,0,43,1,TS
0,0,60,1,TS
0,0,83,1,TS
1,0,51,1,TS
0,0,78,1,TS
0,0,64,1,TS
0,0,82,1,TS
0,0,41,1,TS
0,0,53,1,TS
0,0,55,1,TS
0,0,101,1,TS
0,0,61,1,TS
1,0,73,1,TS
0,0,84,1,TS
0,0,98,1,TS
1,0,133,1,TS
1,0,125,1,TS
0,0,51,1,TS
0,0,50,1,TS
0,0,58,1,TS
1,0,140,1,TS
0,2,135,1,TS
0,0,138,1,TS
3,1,129,1,TS
1,1,136,1,TS
2,0,140,1,TS
1,0,144,1,TS
0,0,66,1,TS
0,1,119,1,TS
5,1,128,1,TS
4,2,140,1,TS
0,1,141,1,TS
1,1,99,1,TS
0,0,33,1,TS
0,0,93,1,TS
0,0,71,1,TS
3,1,138,1,TS
2,0,140,1,TS
4,0,133,1,TS
0,0,102,1,TS
0,0,114,1,TS
3,0,116,1,TS
10,5,139,1,TS
3,0,140,1,TS
3,0,56,1,TS
4,1,82,1,TS
2,0,140,1,TS
2,0,53,1,TS
1,0,112,1,TS
7,3,137,1,TS
0,0,112,1,TS
7,4,134,1,TS
2,1,140,1,TS
0,0,132,1,TS
7,1,82,1,TS
6,1,92,1,TS
4,0,117,1,TS
1,1,117,1,TS
0,0,97,1,TS
0,0,84,1,TS
1,0,49,1,TS
0,0,82,1,TS
0,0,82,1,TS
2,1,140,1,TS
0,0,27,1,TS
0,0,27,1,TS
0,0,24,1,TS
0,0,48,1,TS
0,0,65,1,TS
0,0,27,1,TS
0,0,37,1,TS
0,0,37,1,TS
1,1,122,1,TS
0,2,94,1,TS
0,0,76,1,TS
1,0,139,1,TS
2,0,113,1,TS
2,2,64,1,TS
0,0,66,1,TS
0,0,143,1,TS
1,0,118,1,TS
1,0,135,1,TS
1,0,138,1,TS
0,0,50,1,TS
0,2,116,1,TS
0,0,46,1,TS
0,0,87,1,TS
0,0,67,1,TS
0,1,135,1,TS
1,0,28,1,TS
1,0,37,1,TS
0,0,35,1,TS
1,0,103,1,TS
3,1,56,1,TS
0,0,100,1,TS
1,0,59,1,TS
0,0,88,1,TS
1,0,54,1,TS
0,0,33,1,TS
1,0,99,1,TS
0,0,47,1,TS
0,0,64,1,TS
1,1,122,1,TS
1,0,76,1,TS
0,0,39,1,TS
0,0,110,1,TS
1,1,83,1,TS
6,0,60,1,TS
3,1,130,1,TS
0,0,27,1,TS
1,0,77,1,TS
8,5,69,1,TS
6,0,81,1,TS
0,0,137,1,TS
0,0,108,1,TS
1,0,59,1,TS
0,0,121,1,TS
0,0,56,1,TS
0,0,138,1,TS
2,0,139,1,TS
0,0,41,1,TS
0,0,65,1,TS
2,0,138,1,TS
1,0,122,1,TS
3,2,108,1,TS
5,3,76,1,TS
1,0,124,1,TS
0,0,139,1,TS
0,0,100,1,TS
0,0,132,1,TS
0,0,52,1,TS
1,0,138,1,TS
0,0,48,1,TS
1,0,121,1,TS
0,0,15,1,TS
2,0,78,1,TS
4,2,103,1,TS
5,0,52,1,TS
3,0,95,1,TS
0,0,100,1,TS
3,2,112,1,TS
2,0,27,1,TS
1,1,107,1,TS
2,0,45,1,TS
0,0,77,1,TS
1,0,58,1,TS
1,0,73,1,TS
0,0,86,1,TS
1,0,61,1,TS
2,0,140,1,TS
0,0,63,1,TS
0,0,97,1,TS
0,0,64,1,TS
0,0,112,1,TS
0,0,62,1,TS
1,1,140,1,TS
0,0,139,1,TS
1,0,123,1,TS
1,0,72,1,TS
1,1,131,1,TS
2,1,96,1,TS
1,0,55,1,TS
0,0,60,1,TS
2,0,119,1,TS
1,0,91,1,TS
1,0,87,1,TS
1,0,137,1,TS
1,0,138,1,TS
0,0,117,1,TS
0,0,128,1,TS
0,0,42,1,TS
0,5,139,1,TS
0,0,124,1,TS
0,0,94,1,TS
0,0,133,1,TS
1,0,49,1,TS
0,0,72,1,TS
0,0,47,1,TS
1,1,62,1,TS
0,0,90,1,TS
4,4,140,1,TS
0,0,138,1,TS
2,3,138,1,TS
3,0,53,1,TS
0,0,42,1,TS
1,0,19,1,TS
0,0,63,1,TS
0,0,97,1,TS
0,0,55,1,TS
0,0,131,1,TS
4,0,129,1,TS
0,0,141,1,TS
0,1,135,1,TS
1,0,75,1,TS
3,0,95,1,TS
0,0,60,1,TS
0,0,66,1,TS
2,3,103,1,TS
0,0,61,1,TS
0,0,73,1,TS
0,1,129,1,TS
6,0,106,1,TS
0,0,51,1,TS
2,3,134,1,TS
0,0,21,1,TS
1,0,25,1,TS
0,0,34,1,TS
3,0,30,1,TS
1,2,127,1,TS
0,0,43,1,TS
0,0,32,1,TS
0,0,48,1,TS
2,0,133,1,TS
0,0,131,1,TS
1,1,67,1,TS
1,0,87,1,TS
0,0,39,1,TS
1,3,138,1,TS
1,0,101,1,TS
2,1,118,1,TS
0,0,125,1,TS
0,0,139,1,TS
0,0,60,1,TS
3,2,140,1,TS
0,0,61,1,TS
0,0,73,1,TS
0,0,65,1,TS
3,0,95,1,TS
0,0,99,1,TS
0,0,102,1,TS
1,2,131,1,TS
1,0,137,1,TS
2,0,124,1,TS
0,0,88,1,TS
0,0,126,1,TS
2,0,55,1,TS
1,0,77,1,TS
0,2,142,1,TS
0,1,112,1,TS
0,0,65,1,TS
3,1,131,1,TS
1,0,137,1,TS
1,2,142,1,TS
2,0,69,1,TS
4,0,81,1,TS
1,1,114,1,TS
8,5,141,1,TS
1,0,122,1,TS
0,0,83,1,TS
0,0,51,1,TS
0,0,90,1,TS
3,2,103,1,TS
0,0,69,1,TS
1,0,92,1,TS
2,0,93,1,TS
1,0,35,1,TS
0,0,122,1,TS
1,1,62,1,TS
0,0,29,1,TS
0,0,55,1,TS
1,0,61,1,TS
0,0,27,1,TS
1,0,95,1,TS
0,0,70,1,TS
0,0,64,1,TS
1,0,83,1,TS
0,0,50,1,TS
0,0,35,1,TS
0,1,142,1,TS
0,0,113,1,TS
2,0,52,1,TS
1,1,126,1,TS
7,3,138,1,TS
2,1,55,1,TS
1,1,88,1,TS
0,0,35,1,TS
4,0,134,1,TS
0,0,35,1,TS
4,3,143,1,TS
0,0,126,1,TS
0,0,98,1,TS
0,0,53,1,TS
1,0,42,1,TS
0,1,60,1,TS
1,0,97,1,TS
0,0,82,1,TS
0,0,98,1,TS
0,0,126,1,TS
2,0,124,1,TS
0,0,92,1,TS
2,1,73,1,TS
1,0,130,1,TS
0,0,138,1,TS
0,0,19,1,TS
2,0,134,1,TS
0,0,111,1,TS
0,0,138,1,TS
1,0,113,1,TS
1,0,135,1,TS
1,0,115,1,TS
0,0,81,1,TS
0,0,41,1,TS
0,0,122,1,TS
3,1,125,1,TS
1,0,94,1,TS
0,0,135,1,TS
0,1,137,1,TS
0,0,132,1,TS
0,1,146,1,TS
0,1,134,1,TS
0,2,46,1,TS
4,3,89,1,TS
0,0,80,1,TS
3,1,85,1,TS
1,3,90,1,TS
0,0,100,1,TS
4,1,119,1,TS
2,1,76,1,TS
0,1,96,1,TS
4,0,78,1,TS
0,0,62,1,TS
1,0,135,1,TS
0,0,70,1,TS
0,0,100,1,TS
1,0,61,1,TS
2,0,139,1,TS
0,0,138,1,TS
0,0,53,1,TS
0,0,84,1,TS
1,0,119,1,TS
0,0,79,1,TS
1,0,110,1,TS
0,0,89,1,TS
1,0,77,1,TS
1,0,77,1,TS
2,0,50,1,TS
6,0,80,1,TS
3,6,109,1,TS
1,0,83,1,TS
1,0,69,1,TS
6,0,67,1,TS
1,0,53,1,TS
2,1,114,1,TS
0,1,83,1,TS
1,0,50,1,TS
2,1,131,1,TS
2,0,131,1,TS
9,3,84,1,TS
2,0,117,1,TS
1,0,93,1,TS
0,0,42,1,TS
0,0,32,1,TS
5,1,92,1,TS
4,1,57,1,TS
1,0,83,1,TS
2,0,108,1,TS
2,0,25,1,TS
0,0,68,1,TS
2,0,78,1,TS
1,0,110,1,TS
0,0,58,1,TS
0,0,136,1,TS
0,0,38,1,TS
1,0,50,1,TS
1,0,138,1,TS
0,0,128,1,TS
1,0,52,1,TS
1,1,132,1,TS
0,0,126,1,TS
0,0,100,1,TS
1,1,61,1,TS
1,0,81,1,TS
3,1,140,1,TS
0,0,59,1,TS
1,0,66,1,TS
5,0,88,1,TS
1,1,140,1,TS
0,0,57,1,TS
1,0,50,1,TS
1,0,24,1,TS
3,1,86,1,TS
1,1,102,1,TS
1,0,50,1,TS
1,0,47,1,TS
1,0,73,1,TS
1,0,128,1,TS
0,0,80,1,TS
1,0,77,1,TS
9,8,61,1,TS
0,0,137,1,TS
1,0,115,1,TS
1,0,28,1,TS
1,0,136,1,TS
1,0,87,1,TS
0,0,127,1,TS
1,0,132,1,TS
7,4,133,1,TS
0,0,124,1,TS
2,0,135,1,TS
0,0,41,1,TS
2,0,132,1,TS
0,0,54,1,TS
0,0,36,1,TS
